PartitionKey,RowKey,ZIP,City,Region
ZIP,9101,10115,Berlin,DE
ZIP,9102,10115,Mitte,DE
ZIP,9103,10117,Berlin,DE
ZIP,9104,10117,Mitte,DE
ZIP,9105,10117,Spandau,DE
ZIP,9106,10119,Berlin,DE
ZIP,9107,10119,Mitte,DE
ZIP,9108,10119,Pankow,DE
ZIP,9109,10119,Prenzlauer Berg,DE
ZIP,9110,10178,Berlin,DE
ZIP,9111,10178,Mitte,DE
ZIP,9112,10178,Britz,DE
ZIP,9113,10178,Wedding,DE
ZIP,9114,10179,Berlin,DE
ZIP,9115,10179,Mitte,DE
ZIP,9116,10243,Berlin,DE
ZIP,9117,10243,Friedrichshain,DE
ZIP,9118,10243,Friedrichshain-Kreuzberg,DE
ZIP,9119,10243,Alt-Hohenschönhausen,DE
ZIP,9120,10245,Berlin,DE
ZIP,9121,10245,Friedrichshain,DE
ZIP,9122,10245,Friedrichshain-Kreuzberg,DE
ZIP,9123,10247,Berlin,DE
ZIP,9124,10247,Friedrichshain,DE
ZIP,9125,10247,Friedrichshain-Kreuzberg,DE
ZIP,9126,10247,Pankow,DE
ZIP,9127,10247,Prenzlauer Berg,DE
ZIP,9128,10249,Berlin,DE
ZIP,9129,10249,Friedrichshain,DE
ZIP,9130,10249,Friedrichshain-Kreuzberg,DE
ZIP,9131,10249,Pankow,DE
ZIP,9132,10249,Prenzlauer Berg,DE
ZIP,9133,10315,Berlin,DE
ZIP,9134,10315,Friedrichsfelde,DE
ZIP,9135,10315,Lichtenberg,DE
ZIP,9136,10315,KGA Bielefeld,DE
ZIP,9137,10315,Neu-Hohenschönhausen,DE
ZIP,9138,10315,Stadtrandsiedlung Malchow,DE
ZIP,9139,10315,Biesdorf,DE
ZIP,9140,10317,Berlin,DE
ZIP,9141,10317,Lichtenberg,DE
ZIP,9142,10317,Rummelsburg,DE
ZIP,9143,10317,Friedrichsfelde,DE
ZIP,9144,10318,Berlin,DE
ZIP,9145,10318,Karlshorst,DE
ZIP,9146,10318,Lichtenberg,DE
ZIP,9147,10318,Oberschöneweide,DE
ZIP,9148,10318,KGA Wuhlheide Lichtenberg,DE
ZIP,9149,10318,KGA Biesenhorst 2,DE
ZIP,9150,10318,KGA Blockdamm,DE
ZIP,9151,10319,Berlin,DE
ZIP,9152,10319,Friedrichsfelde,DE
ZIP,9153,10319,Lichtenberg,DE
ZIP,9154,10365,Berlin,DE
ZIP,9155,10365,Lichtenberg,DE
ZIP,9156,10367,Berlin,DE
ZIP,9157,10367,Lichtenberg,DE
ZIP,9158,10369,Berlin,DE
ZIP,9159,10369,Fennpfuhl,DE
ZIP,9160,10369,Lichtenberg,DE
ZIP,9161,10369,KGA Langes Höhe,DE
ZIP,9162,10405,Berlin,DE
ZIP,9163,10405,Pankow,DE
ZIP,9164,10405,Prenzlauer Berg,DE
ZIP,9165,10407,Berlin,DE
ZIP,9166,10407,Pankow,DE
ZIP,9167,10407,Prenzlauer Berg,DE
ZIP,9168,10407,KGA Grönland,DE
ZIP,9169,10407,KGA Neues Heim,DE
ZIP,9170,10407,KGA Volkspark Prenzlauer Berg,DE
ZIP,9171,10409,Berlin,DE
ZIP,9172,10409,Pankow,DE
ZIP,9173,10409,Prenzlauer Berg,DE
ZIP,9174,10435,Berlin,DE
ZIP,9175,10435,Pankow,DE
ZIP,9176,10435,Prenzlauer Berg,DE
ZIP,9177,10435,Mitte,DE
ZIP,9178,10437,Berlin,DE
ZIP,9179,10437,Pankow,DE
ZIP,9180,10437,Prenzlauer Berg,DE
ZIP,9181,10439,Berlin,DE
ZIP,9182,10439,Pankow,DE
ZIP,9183,10439,Prenzlauer Berg,DE
ZIP,9184,10551,Berlin,DE
ZIP,9185,10551,Mitte,DE
ZIP,9186,10551,Moabit,DE
ZIP,9187,10553,Berlin,DE
ZIP,9188,10553,Mitte,DE
ZIP,9189,10553,Moabit,DE
ZIP,9190,10555,Berlin,DE
ZIP,9191,10555,Hansaviertel,DE
ZIP,9192,10555,Mitte,DE
ZIP,9193,10555,Moabit,DE
ZIP,9194,10555,Wedding,DE
ZIP,9195,10557,Berlin,DE
ZIP,9196,10557,Hansaviertel,DE
ZIP,9197,10557,Mitte,DE
ZIP,9198,10557,Moabit,DE
ZIP,9199,10557,Tiergarten,DE
ZIP,9200,10559,Berlin,DE
ZIP,9201,10559,Mitte,DE
ZIP,9202,10559,Moabit,DE
ZIP,9203,10585,Berlin,DE
ZIP,9204,10585,Charlottenburg,DE
ZIP,9205,10585,Charlottenburg-Wilmersdorf,DE
ZIP,9206,10587,Berlin,DE
ZIP,9207,10587,Charlottenburg,DE
ZIP,9208,10587,Charlottenburg-Wilmersdorf,DE
ZIP,9209,10589,Berlin,DE
ZIP,9210,10589,Charlottenburg,DE
ZIP,9211,10589,Charlottenburg-Wilmersdorf,DE
ZIP,9212,10589,Charlottenburg-Nord,DE
ZIP,9213,10589,Kol. Gerickes Hof,DE
ZIP,9214,10623,Berlin,DE
ZIP,9215,10623,Charlottenburg,DE
ZIP,9216,10623,Charlottenburg-Wilmersdorf,DE
ZIP,9217,10623,Tiergarten,DE
ZIP,9218,10623,Hansaviertel,DE
ZIP,9219,10625,Berlin,DE
ZIP,9220,10625,Charlottenburg,DE
ZIP,9221,10625,Charlottenburg-Wilmersdorf,DE
ZIP,9222,10627,Berlin,DE
ZIP,9223,10627,Charlottenburg,DE
ZIP,9224,10627,Charlottenburg-Wilmersdorf,DE
ZIP,9225,10629,Berlin,DE
ZIP,9226,10629,Charlottenburg,DE
ZIP,9227,10629,Charlottenburg-Wilmersdorf,DE
ZIP,9228,10707,Berlin,DE
ZIP,9229,10707,Charlottenburg-Wilmersdorf,DE
ZIP,9230,10707,Wilmersdorf,DE
ZIP,9231,10707,Charlottenburg,DE
ZIP,9232,10709,Berlin,DE
ZIP,9233,10709,Charlottenburg-Wilmersdorf,DE
ZIP,9234,10709,Halensee,DE
ZIP,9235,10709,Wilmersdorf,DE
ZIP,9236,10709,Charlottenburg,DE
ZIP,9237,10709,Schmargendorf,DE
ZIP,9238,10711,Berlin,DE
ZIP,9239,10711,Charlottenburg-Wilmersdorf,DE
ZIP,9240,10711,Halensee,DE
ZIP,9241,10711,Charlottenburg,DE
ZIP,9242,10711,Grunewald,DE
ZIP,9243,10711,Wilmersdorf,DE
ZIP,9244,10711,Schmargendorf,DE
ZIP,9245,10713,Berlin,DE
ZIP,9246,10713,Charlottenburg-Wilmersdorf,DE
ZIP,9247,10713,Wilmersdorf,DE
ZIP,9248,10713,Halensee,DE
ZIP,9249,10713,Schmargendorf,DE
ZIP,9250,10715,Berlin,DE
ZIP,9251,10715,Charlottenburg-Wilmersdorf,DE
ZIP,9252,10715,Wilmersdorf,DE
ZIP,9253,10717,Berlin,DE
ZIP,9254,10717,Charlottenburg-Wilmersdorf,DE
ZIP,9255,10717,Wilmersdorf,DE
ZIP,9256,10719,Berlin,DE
ZIP,9257,10719,Charlottenburg-Wilmersdorf,DE
ZIP,9258,10719,Wilmersdorf,DE
ZIP,9259,10719,Charlottenburg,DE
ZIP,9260,10777,Berlin,DE
ZIP,9261,10777,Schöneberg,DE
ZIP,9262,10777,Tempelhof-Schöneberg,DE
ZIP,9263,10777,Wilmersdorf,DE
ZIP,9264,10779,Berlin,DE
ZIP,9265,10779,Schöneberg,DE
ZIP,9266,10779,Tempelhof-Schöneberg,DE
ZIP,9267,10779,Wilmersdorf,DE
ZIP,9268,10781,Berlin,DE
ZIP,9269,10781,Schöneberg,DE
ZIP,9270,10781,Tempelhof-Schöneberg,DE
ZIP,9271,10783,Berlin,DE
ZIP,9272,10783,Schöneberg,DE
ZIP,9273,10783,Tempelhof-Schöneberg,DE
ZIP,9274,10785,Berlin,DE
ZIP,9275,10785,Mitte,DE
ZIP,9276,10785,Tiergarten,DE
ZIP,9277,10785,Kreuzberg,DE
ZIP,9278,10785,Schöneberg,DE
ZIP,9279,10787,Berlin,DE
ZIP,9280,10787,Mitte,DE
ZIP,9281,10787,Schöneberg,DE
ZIP,9282,10787,Tempelhof-Schöneberg,DE
ZIP,9283,10787,Tiergarten,DE
ZIP,9284,10787,Charlottenburg,DE
ZIP,9285,10789,Berlin,DE
ZIP,9286,10789,Schöneberg,DE
ZIP,9287,10789,Tempelhof-Schöneberg,DE
ZIP,9288,10789,Charlottenburg,DE
ZIP,9289,10789,Wilmersdorf,DE
ZIP,9290,10823,Berlin,DE
ZIP,9291,10823,Schöneberg,DE
ZIP,9292,10823,Tempelhof-Schöneberg,DE
ZIP,9293,10825,Berlin,DE
ZIP,9294,10825,Schöneberg,DE
ZIP,9295,10825,Tempelhof-Schöneberg,DE
ZIP,9296,10825,Wilmersdorf,DE
ZIP,9297,10827,Berlin,DE
ZIP,9298,10827,Schöneberg,DE
ZIP,9299,10827,Tempelhof-Schöneberg,DE
ZIP,9300,10827,Friedenau,DE
ZIP,9301,10827,Dahlem,DE
ZIP,9302,10829,Berlin,DE
ZIP,9303,10829,Schöneberg,DE
ZIP,9304,10829,Tempelhof-Schöneberg,DE
ZIP,9305,10829,Tempelhof,DE
ZIP,9306,10961,Berlin,DE
ZIP,9307,10961,Friedrichshain-Kreuzberg,DE
ZIP,9308,10961,Kreuzberg,DE
ZIP,9309,10963,Berlin,DE
ZIP,9310,10963,Friedrichshain-Kreuzberg,DE
ZIP,9311,10963,Kreuzberg,DE
ZIP,9312,10963,Tiergarten,DE
ZIP,9313,10965,Berlin,DE
ZIP,9314,10965,Friedrichshain-Kreuzberg,DE
ZIP,9315,10965,Kreuzberg,DE
ZIP,9316,10965,Schöneberg,DE
ZIP,9317,10965,Neukölln,DE
ZIP,9318,10965,Tempelhof,DE
ZIP,9319,10967,Berlin,DE
ZIP,9320,10967,Friedrichshain-Kreuzberg,DE
ZIP,9321,10967,Kreuzberg,DE
ZIP,9322,10967,Neukölln,DE
ZIP,9323,10969,Berlin,DE
ZIP,9324,10969,Friedrichshain-Kreuzberg,DE
ZIP,9325,10969,Kreuzberg,DE
ZIP,9326,10969,Mitte,DE
ZIP,9327,10997,Berlin,DE
ZIP,9328,10997,Friedrichshain-Kreuzberg,DE
ZIP,9329,10997,Kreuzberg,DE
ZIP,9330,10999,Berlin,DE
ZIP,9331,10999,Friedrichshain-Kreuzberg,DE
ZIP,9332,10999,Kreuzberg,DE
ZIP,9333,12043,Berlin,DE
ZIP,9334,12043,Neukölln,DE
ZIP,9335,12045,Berlin,DE
ZIP,9336,12045,Neukölln,DE
ZIP,9337,12047,Berlin,DE
ZIP,9338,12047,Neukölln,DE
ZIP,9339,12049,Berlin,DE
ZIP,9340,12049,Neukölln,DE
ZIP,9341,12051,Berlin,DE
ZIP,9342,12051,Neukölln,DE
ZIP,9343,12053,Berlin,DE
ZIP,9344,12053,Neukölln,DE
ZIP,9345,12055,Berlin,DE
ZIP,9346,12055,Neukölln,DE
ZIP,9347,12057,Berlin,DE
ZIP,9348,12057,Neukölln,DE
ZIP,9349,12057,Kol. Zur Rose,DE
ZIP,9350,12057,Kol. Freiheit,DE
ZIP,9351,12057,Kreuzberg,DE
